	shape	carat	color	clarity	cut	depth	table	lab	lab_id	price	url	img_url	cert_url	vid_url	date
0	ROUND	1.80	G	SI1	EX	60.5	59	GIA	1196124541	$14,193.00	http://bbucutting.com/view3dImages.asp?stock_no=1196124541				2018-04-18 15:51:08.647152
1	ROUND	1.64	G	SI1	EX	61.9	58	GIA	6281137501	$11,685.00	http://bbucutting.com/view3dImages.asp?stock_no=6281137501				2018-04-18 15:51:08.647152
2	ROUND	1.52	G	SI1	VG	64.3	58	GIA	5182957289	$9,674.80	http://bbucutting.com/view3dImages.asp?stock_no=5182957289				2018-04-18 15:51:08.647152
3	ROUND	1.51	G	SI1	EX	62.5	55	GIA	2195030451	$11,045.65	http://bbucutting.com/view3dImages.asp?stock_no=2195030451				2018-04-18 15:51:08.647152
4	ROUND	1.51	G	SI1	EX	62	58	GIA	2195111983	$11,189.10	http://bbucutting.com/view3dImages.asp?stock_no=2195111983				2018-04-18 15:51:08.647152
5	ROUND	1.51	G	SI1	EX	62.6	56	GIA	6193125842	$11,045.65	http://bbucutting.com/view3dImages.asp?stock_no=6193125842				2018-04-18 15:51:08.647152
6	ROUND	1.50	G	SI1	EX	60.1	59	GIA	1287181933	$11,115.00	http://bbucutting.com/view3dImages.asp?stock_no=1287181933				2018-04-18 15:51:08.647152
7	ROUND	1.50	G	SI1	EX	61.2	59	GIA	1182665589	$10,545.00	http://bbucutting.com/view3dImages.asp?stock_no=1182665589				2018-04-18 15:51:08.647152
8	ROUND	1.50	G	SI1	EX	60.8	59	GIA	2195025659	$10,545.00	http://bbucutting.com/view3dImages.asp?stock_no=2195025659				2018-04-18 15:51:08.647152
9	ROUND	1.80	H	SI1	EX	62.8	58	GIA	96951040	$11,682.00	http://bbucutting.com/view3dImages.asp?stock_no=96951040				2018-04-18 15:51:08.647152
10	ROUND	1.62	H	SI1	EX	62.8	57	GIA	5192018862	$10,852.38	http://bbucutting.com/view3dImages.asp?stock_no=5192018862				2018-04-18 15:51:08.647152
11	ROUND	1.51	H	SI1	EX	62.5	55	GIA	2191111974	$10,378.23	http://bbucutting.com/view3dImages.asp?stock_no=2191111974				2018-04-18 15:51:08.647152
12	ROUND	1.51	H	SI1	EX	61.5	58	GIA	5181975625	$10,115.49	http://bbucutting.com/view3dImages.asp?stock_no=5181975625				2018-04-18 15:51:08.647152
13	ROUND	1.50	H	SI1	VG	64.6	56	GIA	5191135206	$8,874.00	http://bbucutting.com/view3dImages.asp?stock_no=5191135206				2018-04-18 15:51:08.647152
